case,t,start_x,target_x,side,agent_x,agent_y,action_x,action_y,blocked,next_x,next_y
24,22,0.25,-0.62,-1,-0.580910027027,0.565793335438,-0.245719045401,0.969341099262,0,-0.620225071907,0.720887899399
25,22,0.25,-0.62,1,-0.651154756546,0.736034095287,0.889152824879,-0.457610309124,0,-0.508890271187,0.662816464901
26,22,0.25,0,-1,-0.0323560833931,0.690084338188,0.73425424099,0.678874611855,0,0.0851245895028,0.798704266548
27,22,0.25,0,1,0.0711236596107,0.636791348457,-0.649747669697,0.76014995575,0,-0.0328359678388,0.758415341377
28,22,0.25,0.62,-1,0.680461287498,0.745018720627,-0.924015641212,-0.382354825735,0,0.532618761063,0.683841943741
29,22,0.25,0.62,1,0.632499814034,0.773527622223,-0.227402791381,-0.973800778389,0,0.596115350723,0.617719531059
0,23,-0.25,-0.62,-1,-0.596115350723,0.617719531059,-0.227403014898,0.973800718784,0,-0.632499814034,0.773527622223
1,23,-0.25,-0.62,1,-0.532618761063,0.683841943741,-0.924015581608,0.382354736328,0,-0.680461287498,0.745018720627
2,23,-0.25,0,-1,0.0328359678388,0.758415341377,-0.649747669697,-0.76014995575,0,-0.0711236596107,0.636791348457
3,23,-0.25,0,1,-0.0851245895028,0.798704266548,0.73425424099,-0.678874611855,0,0.0323560833931,0.690084338188
4,23,-0.25,0.62,-1,0.508890271187,0.662816464901,0.889153003693,0.457610100508,0,0.651154756546,0.736034095287
5,23,-0.25,0.62,1,0.620225071907,0.720887899399,-0.245719119906,-0.969341099262,0,0.580910027027,0.565793335438
6,23,-0.125,-0.62,-1,-0.588010370731,0.581312775612,-0.224758669734,0.974414467812,0,-0.623971760273,0.73721909523
7,23,-0.125,-0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
8,23,-0.125,0,-1,-0.0339401140809,0.690373241901,0.75335508585,0.657613873482,0,0.0865966975689,0.795591473579
9,23,-0.125,0,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
10,23,-0.125,0.62,-1,0.673778772354,0.741325199604,-0.929583132267,-0.368612378836,0,0.525045454502,0.682347238064
11,23,-0.125,0.62,1,0.207684233785,-0.233263090253,0.51981908083,0.854276359081,1,0.207684233785,-0.233263090253
12,23,0,-0.62,-1,-0.652160108089,0.845488488674,0.248256385326,-0.968694329262,0,-0.612439095974,0.690497398376
13,23,0,-0.62,1,-0.676524937153,0.745106339455,0.913906812668,-0.405924022198,0,-0.530299842358,0.680158495903
14,23,0,0,-1,-0.0412777587771,0.678621888161,0.706247508526,0.707965016365,0,0.0717218369246,0.791896283627
15,23,0,0,1,0.0412777587771,0.678621888161,-0.706247508526,0.707965016365,0,-0.0717218369246,0.791896283627
16,23,0,0.62,-1,0.676524937153,0.745106339455,-0.913906812668,-0.405924022198,0,0.530299842358,0.680158495903
17,23,0,0.62,1,0.652160108089,0.845488488674,-0.248256385326,-0.968694329262,0,0.612439095974,0.690497398376
18,23,0.125,-0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
19,23,0.125,-0.62,1,-0.673778772354,0.741325199604,0.929583132267,-0.368612378836,0,-0.525045454502,0.682347238064
20,23,0.125,0,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
21,23,0.125,0,1,0.0339401140809,0.690373241901,-0.75335508585,0.657613873482,0,-0.0865966975689,0.795591473579
22,23,0.125,0.62,-1,-0.207684233785,-0.233263090253,-0.51981908083,0.854276359081,1,-0.207684233785,-0.233263090253
23,23,0.125,0.62,1,0.588010370731,0.581312775612,0.224758669734,0.974414467812,0,0.623971760273,0.73721909523
24,23,0.25,-0.62,-1,-0.620225071907,0.720887899399,0.245719119906,-0.969341099262,0,-0.580910027027,0.565793335438
25,23,0.25,-0.62,1,-0.508890271187,0.662816464901,-0.889153003693,0.457610100508,0,-0.651154756546,0.736034095287
26,23,0.25,0,-1,0.0851245895028,0.798704266548,-0.73425424099,-0.678874611855,0,-0.0323560833931,0.690084338188
27,23,0.25,0,1,-0.0328359678388,0.758415341377,0.649747669697,-0.76014995575,0,0.0711236596107,0.636791348457
28,23,0.25,0.62,-1,0.532618761063,0.683841943741,0.924015581608,0.382354736328,0,0.680461287498,0.745018720627
29,23,0.25,0.62,1,0.596115350723,0.617719531059,0.227403014898,0.973800718784,0,0.632499814034,0.773527622223
